2026-05-31 17:20:20,451 | agents               | INFO     | config_manager:_load_env_file:91 | 🔍 [ConfigManager] 加载 .env 文件: /Users/moneisur/TradingAgents-CN/.env
2026-05-31 17:23:35,785 | agents               | INFO     | config_manager:_init_mongodb_storage:167 | ℹ️ [ConfigManager] MongoDB 存储未启用，将使用 JSON 文件存储
2026-05-31 17:23:36,643 | dataflows            | WARNING  | interface:<module>:35 | ⚠️ 港股工具不可用: No module named 'yfinance'
2026-05-31 17:23:36,644 | dataflows            | WARNING  | interface:<module>:179 | ⚠️ yfinance工具不可用: No module named 'yfinance'
2026-05-31 17:23:36,644 | dataflows            | WARNING  | interface:<module>:186 | ⚠️ stockstats工具不可用: No module named 'yfinance'
2026-05-31 17:23:36,647 | dataflows            | WARNING  | interface:<module>:202 | ⚠️ yfinance库不可用: No module named 'yfinance'
2026-05-31 17:34:50,879 | agents               | INFO     | config_manager:_load_env_file:91 | 🔍 [ConfigManager] 加载 .env 文件: /Users/moneisur/TradingAgents-CN/.env
2026-05-31 17:34:50,880 | agents               | INFO     | config_manager:_load_env_file:92 | 🔍 [ConfigManager] 加载前 DASHSCOPE_API_KEY: 空
2026-05-31 17:34:50,881 | agents               | INFO     | config_manager:_load_env_file:96 | 🔍 [ConfigManager] 加载后 DASHSCOPE_API_KEY: 空
2026-05-31 17:34:50,881 | agents               | INFO     | config_manager:_init_mongodb_storage:154 | 🔧 [ConfigManager] 开始初始化 MongoDB 存储...
2026-05-31 17:34:50,881 | agents               | INFO     | config_manager:_init_mongodb_storage:164 | 🔍 [ConfigManager] USE_MONGODB_STORAGE=false (解析为: False)
2026-05-31 17:34:50,881 | agents               | INFO     | config_manager:_init_mongodb_storage:167 | ℹ️ [ConfigManager] MongoDB 存储未启用，将使用 JSON 文件存储
2026-05-31 17:34:51,692 | dataflows            | WARNING  | interface:<module>:35 | ⚠️ 港股工具不可用: No module named 'yfinance'
2026-05-31 17:34:51,692 | dataflows            | WARNING  | interface:<module>:179 | ⚠️ yfinance工具不可用: No module named 'yfinance'
2026-05-31 17:34:51,692 | dataflows            | WARNING  | interface:<module>:186 | ⚠️ stockstats工具不可用: No module named 'yfinance'
2026-05-31 17:34:51,694 | dataflows            | WARNING  | interface:<module>:202 | ⚠️ yfinance库不可用: No module named 'yfinance'
2026-05-31 17:34:52,047 | agents               | INFO     | trading_graph:create_llm_by_provider:55 | 🔧 [创建LLM] provider=deepseek, model=deepseek-chat, url=https://api.deepseek.com
2026-05-31 17:34:52,048 | agents               | INFO     | trading_graph:create_llm_by_provider:56 | 🔑 [API Key] 来源: 数据库配置
2026-05-31 17:34:52,457 | agents               | INFO     | trading_graph:create_llm_by_provider:55 | 🔧 [创建LLM] provider=deepseek, model=deepseek-chat, url=https://api.deepseek.com
2026-05-31 17:34:52,457 | agents               | INFO     | trading_graph:create_llm_by_provider:56 | 🔑 [API Key] 来源: 数据库配置
2026-05-31 17:34:52,457 | agents               | INFO     | trading_graph:__init__:391 | ✅ [DeepSeek] 已通过 llm_clients 初始化成功并应用用户配置的模型参数
2026-05-31 17:34:52,462 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:34:53,246 | agents.utils.memory  | INFO     | memory:__init__:49 | 📚 [ChromaDB] Darwin标准配置初始化完成
2026-05-31 17:34:53,248 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: bull_memory
2026-05-31 17:34:53,255 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:34:53,256 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: bear_memory
2026-05-31 17:34:53,262 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:34:53,262 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: trader_memory
2026-05-31 17:34:53,268 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:34:53,268 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: invest_judge_memory
2026-05-31 17:34:53,273 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:34:53,274 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: risk_manager_memory
2026-05-31 17:34:53,277 | agents               | INFO     | trading_graph:__init__:560 | 🔧 [ConditionalLogic] 初始化完成:
2026-05-31 17:34:53,277 | agents               | INFO     | trading_graph:__init__:561 |    - max_debate_rounds: 1
2026-05-31 17:34:53,277 | agents               | INFO     | trading_graph:__init__:562 |    - max_risk_discuss_rounds: 1
2026-05-31 17:35:46,195 | agents               | INFO     | config_manager:_load_env_file:91 | 🔍 [ConfigManager] 加载 .env 文件: /Users/moneisur/TradingAgents-CN/.env
2026-05-31 17:35:46,195 | agents               | INFO     | config_manager:_load_env_file:92 | 🔍 [ConfigManager] 加载前 DASHSCOPE_API_KEY: 空
2026-05-31 17:35:46,196 | agents               | INFO     | config_manager:_load_env_file:96 | 🔍 [ConfigManager] 加载后 DASHSCOPE_API_KEY: 空
2026-05-31 17:35:46,196 | agents               | INFO     | config_manager:_init_mongodb_storage:154 | 🔧 [ConfigManager] 开始初始化 MongoDB 存储...
2026-05-31 17:35:46,196 | agents               | INFO     | config_manager:_init_mongodb_storage:164 | 🔍 [ConfigManager] USE_MONGODB_STORAGE=false (解析为: False)
2026-05-31 17:35:46,197 | agents               | INFO     | config_manager:_init_mongodb_storage:167 | ℹ️ [ConfigManager] MongoDB 存储未启用，将使用 JSON 文件存储
2026-05-31 17:35:54,427 | agents               | INFO     | config_manager:_load_env_file:91 | 🔍 [ConfigManager] 加载 .env 文件: /Users/moneisur/TradingAgents-CN/.env
2026-05-31 17:35:54,427 | agents               | INFO     | config_manager:_load_env_file:92 | 🔍 [ConfigManager] 加载前 DASHSCOPE_API_KEY: 空
2026-05-31 17:35:54,428 | agents               | INFO     | config_manager:_load_env_file:96 | 🔍 [ConfigManager] 加载后 DASHSCOPE_API_KEY: 空
2026-05-31 17:35:54,428 | agents               | INFO     | config_manager:_init_mongodb_storage:154 | 🔧 [ConfigManager] 开始初始化 MongoDB 存储...
2026-05-31 17:35:54,428 | agents               | INFO     | config_manager:_init_mongodb_storage:164 | 🔍 [ConfigManager] USE_MONGODB_STORAGE=false (解析为: False)
2026-05-31 17:35:54,428 | agents               | INFO     | config_manager:_init_mongodb_storage:167 | ℹ️ [ConfigManager] MongoDB 存储未启用，将使用 JSON 文件存储
2026-05-31 17:36:15,424 | agents               | INFO     | config_manager:_load_env_file:91 | 🔍 [ConfigManager] 加载 .env 文件: /Users/moneisur/TradingAgents-CN/.env
2026-05-31 17:36:15,424 | agents               | INFO     | config_manager:_load_env_file:92 | 🔍 [ConfigManager] 加载前 DASHSCOPE_API_KEY: 空
2026-05-31 17:36:15,425 | agents               | INFO     | config_manager:_load_env_file:96 | 🔍 [ConfigManager] 加载后 DASHSCOPE_API_KEY: 空
2026-05-31 17:36:15,425 | agents               | INFO     | config_manager:_init_mongodb_storage:154 | 🔧 [ConfigManager] 开始初始化 MongoDB 存储...
2026-05-31 17:36:15,425 | agents               | INFO     | config_manager:_init_mongodb_storage:164 | 🔍 [ConfigManager] USE_MONGODB_STORAGE=false (解析为: False)
2026-05-31 17:36:15,425 | agents               | INFO     | config_manager:_init_mongodb_storage:167 | ℹ️ [ConfigManager] MongoDB 存储未启用，将使用 JSON 文件存储
2026-05-31 17:36:16,317 | dataflows            | WARNING  | interface:<module>:35 | ⚠️ 港股工具不可用: No module named 'yfinance'
2026-05-31 17:36:16,317 | dataflows            | WARNING  | interface:<module>:179 | ⚠️ yfinance工具不可用: No module named 'yfinance'
2026-05-31 17:36:16,318 | dataflows            | WARNING  | interface:<module>:186 | ⚠️ stockstats工具不可用: No module named 'yfinance'
2026-05-31 17:36:16,322 | dataflows            | WARNING  | interface:<module>:202 | ⚠️ yfinance库不可用: No module named 'yfinance'
2026-05-31 17:36:16,674 | agents               | INFO     | trading_graph:create_llm_by_provider:55 | 🔧 [创建LLM] provider=deepseek, model=deepseek-chat, url=https://api.deepseek.com
2026-05-31 17:36:16,674 | agents               | INFO     | trading_graph:create_llm_by_provider:56 | 🔑 [API Key] 来源: 数据库配置
2026-05-31 17:36:16,886 | agents               | INFO     | trading_graph:create_llm_by_provider:55 | 🔧 [创建LLM] provider=deepseek, model=deepseek-chat, url=https://api.deepseek.com
2026-05-31 17:36:16,886 | agents               | INFO     | trading_graph:create_llm_by_provider:56 | 🔑 [API Key] 来源: 数据库配置
2026-05-31 17:36:16,886 | agents               | INFO     | trading_graph:__init__:391 | ✅ [DeepSeek] 已通过 llm_clients 初始化成功并应用用户配置的模型参数
2026-05-31 17:36:16,891 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:36:16,944 | agents.utils.memory  | INFO     | memory:__init__:49 | 📚 [ChromaDB] Darwin标准配置初始化完成
2026-05-31 17:36:16,948 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: bull_memory
2026-05-31 17:36:16,954 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:36:16,954 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: bear_memory
2026-05-31 17:36:16,959 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:36:16,959 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: trader_memory
2026-05-31 17:36:16,964 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:36:16,964 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: invest_judge_memory
2026-05-31 17:36:16,969 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:36:16,969 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: risk_manager_memory
2026-05-31 17:36:16,972 | agents               | INFO     | trading_graph:__init__:560 | 🔧 [ConditionalLogic] 初始化完成:
2026-05-31 17:36:16,972 | agents               | INFO     | trading_graph:__init__:561 |    - max_debate_rounds: 1
2026-05-31 17:36:16,972 | agents               | INFO     | trading_graph:__init__:562 |    - max_risk_discuss_rounds: 1
2026-05-31 17:37:33,413 | agents               | INFO     | config_manager:_load_env_file:91 | 🔍 [ConfigManager] 加载 .env 文件: /Users/moneisur/TradingAgents-CN/.env
2026-05-31 17:37:33,413 | agents               | INFO     | config_manager:_load_env_file:92 | 🔍 [ConfigManager] 加载前 DASHSCOPE_API_KEY: 空
2026-05-31 17:37:33,414 | agents               | INFO     | config_manager:_load_env_file:96 | 🔍 [ConfigManager] 加载后 DASHSCOPE_API_KEY: 空
2026-05-31 17:37:33,414 | agents               | INFO     | config_manager:_init_mongodb_storage:154 | 🔧 [ConfigManager] 开始初始化 MongoDB 存储...
2026-05-31 17:37:33,414 | agents               | INFO     | config_manager:_init_mongodb_storage:164 | 🔍 [ConfigManager] USE_MONGODB_STORAGE=false (解析为: False)
2026-05-31 17:37:33,414 | agents               | INFO     | config_manager:_init_mongodb_storage:167 | ℹ️ [ConfigManager] MongoDB 存储未启用，将使用 JSON 文件存储
2026-05-31 17:37:33,944 | dataflows            | WARNING  | interface:<module>:35 | ⚠️ 港股工具不可用: No module named 'yfinance'
2026-05-31 17:37:33,944 | dataflows            | WARNING  | interface:<module>:179 | ⚠️ yfinance工具不可用: No module named 'yfinance'
2026-05-31 17:37:33,944 | dataflows            | WARNING  | interface:<module>:186 | ⚠️ stockstats工具不可用: No module named 'yfinance'
2026-05-31 17:37:33,948 | dataflows            | WARNING  | interface:<module>:202 | ⚠️ yfinance库不可用: No module named 'yfinance'
2026-05-31 17:37:34,286 | agents               | INFO     | trading_graph:create_llm_by_provider:55 | 🔧 [创建LLM] provider=deepseek, model=deepseek-chat, url=https://api.deepseek.com
2026-05-31 17:37:34,286 | agents               | INFO     | trading_graph:create_llm_by_provider:56 | 🔑 [API Key] 来源: 数据库配置
2026-05-31 17:37:34,515 | agents               | INFO     | trading_graph:create_llm_by_provider:55 | 🔧 [创建LLM] provider=deepseek, model=deepseek-chat, url=https://api.deepseek.com
2026-05-31 17:37:34,515 | agents               | INFO     | trading_graph:create_llm_by_provider:56 | 🔑 [API Key] 来源: 数据库配置
2026-05-31 17:37:34,515 | agents               | INFO     | trading_graph:__init__:391 | ✅ [DeepSeek] 已通过 llm_clients 初始化成功并应用用户配置的模型参数
2026-05-31 17:37:34,520 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:37:34,552 | agents.utils.memory  | INFO     | memory:__init__:49 | 📚 [ChromaDB] Darwin标准配置初始化完成
2026-05-31 17:37:34,553 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: bull_memory
2026-05-31 17:37:34,559 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:37:34,559 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: bear_memory
2026-05-31 17:37:34,564 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:37:34,565 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: trader_memory
2026-05-31 17:37:34,571 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:37:34,571 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: invest_judge_memory
2026-05-31 17:37:34,576 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:37:34,577 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: risk_manager_memory
2026-05-31 17:37:34,580 | agents               | INFO     | trading_graph:__init__:560 | 🔧 [ConditionalLogic] 初始化完成:
2026-05-31 17:37:34,580 | agents               | INFO     | trading_graph:__init__:561 |    - max_debate_rounds: 1
2026-05-31 17:37:34,580 | agents               | INFO     | trading_graph:__init__:562 |    - max_risk_discuss_rounds: 1
2026-05-31 17:38:24,546 | agents               | INFO     | config_manager:_load_env_file:91 | 🔍 [ConfigManager] 加载 .env 文件: /Users/moneisur/TradingAgents-CN/.env
2026-05-31 17:38:24,546 | agents               | INFO     | config_manager:_load_env_file:92 | 🔍 [ConfigManager] 加载前 DASHSCOPE_API_KEY: 空
2026-05-31 17:38:24,547 | agents               | INFO     | config_manager:_load_env_file:96 | 🔍 [ConfigManager] 加载后 DASHSCOPE_API_KEY: 空
2026-05-31 17:38:24,547 | agents               | INFO     | config_manager:_init_mongodb_storage:154 | 🔧 [ConfigManager] 开始初始化 MongoDB 存储...
2026-05-31 17:38:24,547 | agents               | INFO     | config_manager:_init_mongodb_storage:164 | 🔍 [ConfigManager] USE_MONGODB_STORAGE=false (解析为: False)
2026-05-31 17:38:24,547 | agents               | INFO     | config_manager:_init_mongodb_storage:167 | ℹ️ [ConfigManager] MongoDB 存储未启用，将使用 JSON 文件存储
2026-05-31 17:38:41,012 | agents               | INFO     | config_manager:_load_env_file:91 | 🔍 [ConfigManager] 加载 .env 文件: /Users/moneisur/TradingAgents-CN/.env
2026-05-31 17:38:41,012 | agents               | INFO     | config_manager:_load_env_file:92 | 🔍 [ConfigManager] 加载前 DASHSCOPE_API_KEY: 空
2026-05-31 17:38:41,013 | agents               | INFO     | config_manager:_load_env_file:96 | 🔍 [ConfigManager] 加载后 DASHSCOPE_API_KEY: 空
2026-05-31 17:38:41,014 | agents               | INFO     | config_manager:_init_mongodb_storage:154 | 🔧 [ConfigManager] 开始初始化 MongoDB 存储...
2026-05-31 17:38:41,014 | agents               | INFO     | config_manager:_init_mongodb_storage:164 | 🔍 [ConfigManager] USE_MONGODB_STORAGE=false (解析为: False)
2026-05-31 17:38:41,014 | agents               | INFO     | config_manager:_init_mongodb_storage:167 | ℹ️ [ConfigManager] MongoDB 存储未启用，将使用 JSON 文件存储
2026-05-31 17:38:41,821 | dataflows            | WARNING  | interface:<module>:35 | ⚠️ 港股工具不可用: No module named 'yfinance'
2026-05-31 17:38:41,822 | dataflows            | WARNING  | interface:<module>:179 | ⚠️ yfinance工具不可用: No module named 'yfinance'
2026-05-31 17:38:41,822 | dataflows            | WARNING  | interface:<module>:186 | ⚠️ stockstats工具不可用: No module named 'yfinance'
2026-05-31 17:38:41,825 | dataflows            | WARNING  | interface:<module>:202 | ⚠️ yfinance库不可用: No module named 'yfinance'
2026-05-31 17:38:42,152 | agents               | INFO     | trading_graph:create_llm_by_provider:55 | 🔧 [创建LLM] provider=deepseek, model=deepseek-chat, url=https://api.deepseek.com
2026-05-31 17:38:42,152 | agents               | INFO     | trading_graph:create_llm_by_provider:56 | 🔑 [API Key] 来源: 数据库配置
2026-05-31 17:38:42,360 | agents               | INFO     | trading_graph:create_llm_by_provider:55 | 🔧 [创建LLM] provider=deepseek, model=deepseek-chat, url=https://api.deepseek.com
2026-05-31 17:38:42,360 | agents               | INFO     | trading_graph:create_llm_by_provider:56 | 🔑 [API Key] 来源: 数据库配置
2026-05-31 17:38:42,360 | agents               | INFO     | trading_graph:__init__:391 | ✅ [DeepSeek] 已通过 llm_clients 初始化成功并应用用户配置的模型参数
2026-05-31 17:38:42,366 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:38:42,419 | agents.utils.memory  | INFO     | memory:__init__:49 | 📚 [ChromaDB] Darwin标准配置初始化完成
2026-05-31 17:38:42,424 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: bull_memory
2026-05-31 17:38:42,429 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:38:42,430 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: bear_memory
2026-05-31 17:38:42,435 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:38:42,435 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: trader_memory
2026-05-31 17:38:42,440 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:38:42,440 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: invest_judge_memory
2026-05-31 17:38:42,445 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:38:42,445 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: risk_manager_memory
2026-05-31 17:38:42,448 | agents               | INFO     | trading_graph:__init__:560 | 🔧 [ConditionalLogic] 初始化完成:
2026-05-31 17:38:42,448 | agents               | INFO     | trading_graph:__init__:561 |    - max_debate_rounds: 1
2026-05-31 17:38:42,448 | agents               | INFO     | trading_graph:__init__:562 |    - max_risk_discuss_rounds: 1
2026-05-31 17:39:02,672 | agents               | INFO     | config_manager:_load_env_file:91 | 🔍 [ConfigManager] 加载 .env 文件: /Users/moneisur/TradingAgents-CN/.env
2026-05-31 17:39:02,672 | agents               | INFO     | config_manager:_load_env_file:92 | 🔍 [ConfigManager] 加载前 DASHSCOPE_API_KEY: 空
2026-05-31 17:39:02,673 | agents               | INFO     | config_manager:_load_env_file:96 | 🔍 [ConfigManager] 加载后 DASHSCOPE_API_KEY: 空
2026-05-31 17:39:02,674 | agents               | INFO     | config_manager:_init_mongodb_storage:154 | 🔧 [ConfigManager] 开始初始化 MongoDB 存储...
2026-05-31 17:39:02,674 | agents               | INFO     | config_manager:_init_mongodb_storage:164 | 🔍 [ConfigManager] USE_MONGODB_STORAGE=false (解析为: False)
2026-05-31 17:39:02,674 | agents               | INFO     | config_manager:_init_mongodb_storage:167 | ℹ️ [ConfigManager] MongoDB 存储未启用，将使用 JSON 文件存储
2026-05-31 17:39:03,364 | dataflows            | WARNING  | interface:<module>:35 | ⚠️ 港股工具不可用: No module named 'yfinance'
2026-05-31 17:39:03,364 | dataflows            | WARNING  | interface:<module>:179 | ⚠️ yfinance工具不可用: No module named 'yfinance'
2026-05-31 17:39:03,365 | dataflows            | WARNING  | interface:<module>:186 | ⚠️ stockstats工具不可用: No module named 'yfinance'
2026-05-31 17:39:03,367 | dataflows            | WARNING  | interface:<module>:202 | ⚠️ yfinance库不可用: No module named 'yfinance'
2026-05-31 17:39:03,633 | agents               | INFO     | trading_graph:create_llm_by_provider:55 | 🔧 [创建LLM] provider=deepseek, model=deepseek-chat, url=https://api.deepseek.com
2026-05-31 17:39:03,633 | agents               | INFO     | trading_graph:create_llm_by_provider:56 | 🔑 [API Key] 来源: 数据库配置
2026-05-31 17:39:03,842 | agents               | INFO     | trading_graph:create_llm_by_provider:55 | 🔧 [创建LLM] provider=deepseek, model=deepseek-chat, url=https://api.deepseek.com
2026-05-31 17:39:03,842 | agents               | INFO     | trading_graph:create_llm_by_provider:56 | 🔑 [API Key] 来源: 数据库配置
2026-05-31 17:39:03,842 | agents               | INFO     | trading_graph:__init__:391 | ✅ [DeepSeek] 已通过 llm_clients 初始化成功并应用用户配置的模型参数
2026-05-31 17:39:03,847 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:39:03,888 | agents.utils.memory  | INFO     | memory:__init__:49 | 📚 [ChromaDB] Darwin标准配置初始化完成
2026-05-31 17:39:03,889 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: bull_memory
2026-05-31 17:39:03,895 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:39:03,895 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: bear_memory
2026-05-31 17:39:03,901 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:39:03,901 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: trader_memory
2026-05-31 17:39:03,907 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:39:03,907 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: invest_judge_memory
2026-05-31 17:39:03,913 | agents.utils.memory  | INFO     | memory:__init__:219 | 💡 DeepSeek使用自己的嵌入服务
2026-05-31 17:39:03,913 | agents.utils.memory  | INFO     | memory:get_or_create_collection:84 | 📚 [ChromaDB] 创建新集合: risk_manager_memory
2026-05-31 17:39:03,918 | agents               | INFO     | trading_graph:__init__:560 | 🔧 [ConditionalLogic] 初始化完成:
2026-05-31 17:39:03,918 | agents               | INFO     | trading_graph:__init__:561 |    - max_debate_rounds: 1
2026-05-31 17:39:03,918 | agents               | INFO     | trading_graph:__init__:562 |    - max_risk_discuss_rounds: 1
2026-05-31 17:39:03,945 | screener.tradingagents_scorer | INFO     | tradingagents_scorer:_get_graph:63 | TradingAgentsGraph 初始化完成
2026-05-31 17:39:11,518 | agents               | INFO     | config_manager:_load_env_file:91 | 🔍 [ConfigManager] 加载 .env 文件: /Users/moneisur/TradingAgents-CN/.env
2026-05-31 17:39:11,518 | agents               | INFO     | config_manager:_load_env_file:92 | 🔍 [ConfigManager] 加载前 DASHSCOPE_API_KEY: 空
2026-05-31 17:39:11,519 | agents               | INFO     | config_manager:_load_env_file:96 | 🔍 [ConfigManager] 加载后 DASHSCOPE_API_KEY: 空
2026-05-31 17:39:11,519 | agents               | INFO     | config_manager:_init_mongodb_storage:154 | 🔧 [ConfigManager] 开始初始化 MongoDB 存储...
2026-05-31 17:39:11,519 | agents               | INFO     | config_manager:_init_mongodb_storage:164 | 🔍 [ConfigManager] USE_MONGODB_STORAGE=false (解析为: False)
2026-05-31 17:39:11,519 | agents               | INFO     | config_manager:_init_mongodb_storage:167 | ℹ️ [ConfigManager] MongoDB 存储未启用，将使用 JSON 文件存储
2026-05-31 17:39:12,212 | dataflows            | WARNING  | interface:<module>:35 | ⚠️ 港股工具不可用: No module named 'yfinance'
2026-05-31 17:39:12,213 | dataflows            | WARNING  | interface:<module>:179 | ⚠️ yfinance工具不可用: No module named 'yfinance'
2026-05-31 17:39:12,213 | dataflows            | WARNING  | interface:<module>:186 | ⚠️ stockstats工具不可用: No module named 'yfinance'
2026-05-31 17:39:12,215 | dataflows            | WARNING  | interface:<module>:202 | ⚠️ yfinance库不可用: No module named 'yfinance'
